anchor,positive
The Pink Moon Plus Size Women Black  White Printed V-Neck T-shirt,"Black and White printed T-shirt, has a V-neck, and short sleeves"
W Women Off-White & Charcoal Grey Printed Straight Kurta,"Off-White and Charcoal grey printed straight kurta, has a round neck, short sleeves, button closure, straight hem, and side slits"
Naari Women Beige Floral Embroidered Straight Kurta,"Beige embroidered straight kurta, has a mandarin collar, and straight hem"
Cortina Blue & Off-White Set of 2 Door Curtains,Set content: 2 Door curtainsColour: Blue and Off-WhitePattern: Geometric DoorLight blocking: RegularFitting: EyeletLining: No
CLAY CRAFT White Set of 2 Pie Dishes,Set contains: 2 pie DishesPattern: SolidFinish: GlossyMaterial: Ceramic
Jompers Men Mustard Solid Straight Kurta,"Mustard solid straight kurta, has a mandarin collar, long sleeves, straight hem, and side slits"
Cortina Brown Set of 2 Door Curtains,Set content: 2 Door curtainsColour: BrownPattern: Geometric DoorLight blocking: RegularFitting: EyeletLining: No
W Women Green & Golden Printed A-Line Dress,"Green, golden and pink printed woven A-line dress with gathers, has a keyhole neck, three-quarter sleeves, tie-up along the waist, and flared hem"
NIZA Women Navy Blue & Orange Printed A-Line Dress,"Navy Blue and Orange printed woven A-line dress, has a tie-up neck, sleeveless, concealed zip closure, an attached lining, straight hem, two pockets"
The Chennai Silks Classicate Blue Pure Silk Woven Design Kanjeevaram Saree,"Design Detail:Blue Kanjeevaram woven design saree, has a zari borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Kanjeevaram sarees are made in the Kanchipuram region in Tamil Nadu. The fabric bears the images of all the scriptures embossed on the walls of the temples of the Kanchipuram village.Fabric:Silk is a natural fibre produced from the cocoons of mulberry silkworm and has a shimmering appearance due to the triangular prism-like structure in the weave."
W Women Navy Blue & Silver Printed Straight Kurta,"Navy blue and silver printed straight kurta, has a keyhole neck, three-quarter sleeves, straight hem, and side slits"
Z-ZOOM Women Rectangle Sunglasses 55111,Lens colour: PurpleLens feature: Regular LensFrame material: MetalFrame style: Full RimBest suited for: Oval face shapeComes in a Z-ZOOM coverWarranty: 2 yearsWarranty provided by brand/manufacturer
fungus Women Blue Slim Fit High-Rise Clean Look Stretchable Jeans,"Blue medium wash 5-pocket high-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
EthnoVogue Women Burgundy Made to Measure Customised Gown with Peplum Jacket,Product Details :Burgundy made to measure solid cocktail gown with lime green woven design peplum jacketBurgundy made to measure solid gownhas a round neckshort sleevesconcealed side zip closurepadded cupsattached lining with cancan detailingflared hemLime green made to measure woven design peplum jackethas a round neckno sleevesa drawstring closure at the backWhat is Made to Measure? Customised gown according to your Bust and Length. So please refer to the Size Chart to pick your perfect size.How to measure bust?Measure under your arms and around your chest to find your bust size in inchesHow to measure Gown length?Measure from shoulder till barefoot to find dress length in inches
Kids Ville Boys Grey Nasa Printed Round Neck Half Sleeve T-shirt,"White and Blue printed T-shirt, has a round neck, and short sleeves"
AURELIA Women Green & Golden Foil Print Straight Kurta with Ethnic Jacket,"Green and golden foil print straight kurta, has a V-neck, three-quarter sleeves, straight hem, and side slitsComes with a green and golden printed longline ethnic jacket, has open front, three-quarter sleeves"
Global Desi Women Blue Printed Asymmetric Kurta,"Blue printed A-line kurta, has a round neck, three-quarter sleeves, and asymmetric hem"
Naari Women Red Embroidered Straight Kurta,"Red embroidered straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
Global Desi Women Rust Orange & Blue Printed Top,"Rust Orange & Blue printed woven regular top, has a round neck, and long sleeves"
Lady Stark Women Beige Printed A-Line Top,"Beige printed woven A-line  top, has a mandarin collar, and short sleeves"
Van Heusen Woman Women Brown & Beige Printed Ballerinas,"A pair of brown and beige round-toe ballerinas, has regular styling, slip-on detailSynthetic printed upper with bow detailCushioned footbedTextured and patterned outsole"
The Pink Moon Plus Size Women Off-White Regular Fit Solid Casual Shirt,"Off-White solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem"
GAP Men Grey Solid Modern Khakis Chinos in Skinny Fit with GapFlex,"Everyday performance meets all day comfort. Win win.Smooth, stain-resistant twill weave with GapFlex stretch technology.Special stretch waistband for added comfort.Button closure, zip fly.Front slant pockets, rear button-welt pockets."
W Women Navy Blue & Off-White Printed Straight Kurta,"Navy Blue and Off-white printed straight kurta with tie-up detail on each side, has a round neck, short sleeves, straight hem, and side slits"
VASTRAMAY Men Yellow Solid Straight Kurta,"Yellow solid straight kurta, has a mandarin collar, long sleeves, straight hem, and side slits"
U.S. Polo Assn. Men Blue Tailored Fit Solid Casual Shirt,"Blue solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
W Women Blue Printed Straight Kurta,"Blue printed straight kurta, has a round neck with button closures, three-quarter roll-up sleeves, straight hem, and side slits"
Cortina Green Set of 2 Long Door Curtains,Set content: 2 Long Door curtainsColour: GreenPattern: Floral Long DoorLight blocking: Room DarkeningFitting: EyeletLining: No
Van Heusen Men Blue Tight Slim Fit Self Design Formal Shirt,"Blue self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
GAP Men's Crewneck T-Shirt,Soft cotton jerseyShort sleevesRib-knit trim at crewneck
SOJANYA Men Grey Woven Design Straight Kurta,"Grey with a pink tinge, woven design straight kurta, has a mandarin collar, long sleeves, straight hem, and side slits"
Kazo Women Blue Shirt Dress,"Blue solid woven shirt %S, has a mandarin collar, short sleeves, button closure, and flared hem"
AccessHer Gold-Toned & Silver-Toned Geometric Hoop Earrings,Gold-Toned and Silver-toned Geometric Earrings and gold-plated Secured with a lever back
SIMON CARTER LONDON Men Pink Tight Slim Fit Checked Casual Shirt,"Pink checked casual shirt, has a spread collar, long sleeves, button placket, and curved hem"
Marks & Spencer Women Blue Regular Fit Solid Casual Shirt,"Blue solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem"
Cortina Orange & Brown Set of 2 Door Curtains,Set content: 2 Door curtainsColour: Orange and BrownPattern: Floral DoorLight blocking: RegularFitting: Eyelet
AccessHer Pink Circular Hoop Earrings,"Pink Circular Earrings, brass-plated, and has artificial beads Secured with a lever back"
Lady Stark Women Black Striped Shirt Style Top,"Black and Beige striped woven shirt style  top, has a mandarin collar, sleeveless, and button closure"
W Women Mustard Yellow Solid Straight Kurta,"Mustard yellow solid straight kurta with sequinned detail, has a keyhole neck, three-quarter sleeves, straight hem, button closure and side slits"
Superdry Women Grey Self Design Top,"Grey self-design woven regular  top, has a scoop neck, and short sleeves"
W Women Black Embroidered Straight Kurta,"Black embroidered straight kurta with gathered detail, has a mandarin collar, three-quarter sleeves, curved hem, half button placket, and side slits"
W Women Navy Blue & Off-White Printed Straight Kurta,"Navy blue and off-white printed straight kurta, has a keyhole neck, three-quarter sleeves, straight hem, and side slits"
W Women Charcoal Grey & Magenta Graphic Printed High-Low A-Line Kurta,Colour: Charcoal grey and magentaprintedthree-quarter sleeves roll-upround neckbutton closureankle lengthasymmetric high-low hemA-line shape with regular stylemachine weave viscose rayontie-up detailing at the back
Mufti Men Teal Blue Regular Fit Solid Casual Shirt,"Teal blue solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
V Dot Men White Tight Slim Fit Printed Formal Shirt,"White printed formal shirt, has a spread collar, long sleeves, button placket, and curved hem"
MISH Women Green & Navy Blue Candy Stripe Top,"Green, navy blue and white striped woven regular top, has a round neck, short sleeves, one pocket"
W Women Maroon & Golden Printed Straight Kurta,"Maroon and golden printed straight kurta, has a keyhole neck with button closure, three-quarter sleeves, straight hem, and side slits"
Franco Leone Men Black Solid Leather Formal Slip-Ons,A pair of black round-toed formal slip-onsLeather upperCushioned footbedTextured and patterned outsole with a stacked heelWarranty: 2 monthsWarranty provided by Brand owner / manufacturer
Locomotive Dark Blue Casual Shirt,"Dark blue casual shirt with woven design, has a spread collar, a full button placket, long sleeves with button cuffs, a patch pocket, a curved hem"
Cortina White & Maroon Set of 2 Door Curtains,Set content: 2 Door curtainsColour: White and MaroonPattern: Geometric DoorLight blocking: RegularFitting: Eyelet
Cortina Off-White & Brown Set of 2 Long Door Curtains,Set content: 2 long door curtainsColour: Off-white and brownPattern: Abstract long doorLight blocking: regularFitting: EyeletLining: No
Van Heusen Woman Rose Gold-Toned Solid Open Toe Block Heels,"A pair of rose gold toned solid open toe block heels, has regular styling, backstrap detail with buckle closure Synthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 6 monthsWarranty provided by brand/manufacturer"
Cortina Purple Set of 2 Door Curtains,Set content: 2 Door curtainsColour: PurplePattern: Floral DoorLight blocking: RegularFitting: EyeletLining: No
HERE&NOW Women Green & Blue Floral Printed Halter Neck Maxi Dress,"Green and blue printed woven maxi dress with gathered detail, has a halter neck, sleeveless, concealed zip closure, side slit, an attached lining, and flared hemComes with a belt"
Van Heusen Woman Gold-Toned & Beige Solid Sneakers,"A pair of round-toe gold-toned & beige solid sneakers, has regular styling, lace-up detailSynthetic upper with shimmer detailCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer"
Free Authority,"Blue embellished woven t-shirt dress, has a round neck, three-quarter sleeves, and straight hem"
Global Desi Women Black Printed A-Line Kurta,"Black printed A-line kurta, has a boat neck, three-quarter sleeves, straight hem, and side slits"
U.S. Polo Assn. Denim Co. Men Blue Brandon Slim tapered Fit Low Distress Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, low distress, heavy fade, has a button and zip closure, and waistband with belt loops"
Fox Blue Polo T-shirt,"Blue polo T-shirt, has a spread collar, a short button placket, short sleeves, vented hem"
HERE&NOW Women Green & Pink Floral Printed Maxi Dress,"Green and Pink printed woven maxi dress with gathered detail, has a round neck, sleeveless, button closure, and high-low hem"
C9 AIRWEAR Women Grey Melange Printed Tights,"A pair of grey melange printed tights, has an eslaticated waistband"
Parx Men Brown Slim Fit Solid Regular Trousers,"Brown solid low-rise trousers, button closure, and 4 pockets"
AccessHer White Circular Hoop Earrings,"White Circular Earrings, brass-plated, and has artificial beads Secured with a lever back"
W Women Grey & Navy Blue Printed A-Line Layered Kurta,"Navy blue printed kurta, has a key hole neck, three quarter sleeves, straight hem, and side slitGrey printed front open layer, has a spread collar, three quarter sleeves, flared hem"
